,RNAME
39641,NIHP01000019.1
39642,NIHP01000015.1
39643,NIHP01000013.1
39644,NIHP01000006.1
39645,NIHP01000039.1
39646,NIHP01000002.1
39647,NIHP01000030.1
39648,NIHP01000009.1
39649,NIHP01000005.1
39650,NIHP01000001.1
39651,NIHP01000002.1
39652,NIHP01000004.1
39653,NIHP01000007.1
39654,NIHP01000015.1
39655,NIHP01000028.1
39656,NIHP01000003.1
39657,NIHP01000026.1
39658,NIHP01000004.1
39659,NIHP01000009.1
39660,NIHP01000042.1
39661,NIHP01000005.1
39662,NIHP01000001.1
39663,NIHP01000083.1
39664,NIHP01000065.1
39665,NIHP01000016.1
39666,NIHP01000005.1
39668,NIHP01000013.1
39669,NIHP01000003.1
39670,NIHP01000002.1
39671,NIHP01000002.1
39672,NIHP01000034.1
39673,NIHP01000001.1
39674,NIHP01000031.1
39675,NIHP01000022.1
39676,NIHP01000039.1
39677,NIHP01000028.1
39678,NIHP01000010.1
39681,NIHP01000015.1
39682,NIHP01000003.1
39683,NIHP01000008.1
39686,NIHP01000037.1
39687,NIHP01000010.1
39688,NIHP01000007.1
39689,NIHP01000016.1
39690,NIHP01000026.1
39691,NIHP01000003.1
39692,NIHP01000030.1
39693,NIHP01000054.1
39694,NIHP01000020.1
39695,NIHP01000033.1
39696,NIHP01000003.1
39697,NIHP01000048.1
39698,NIHP01000015.1
39699,NIHP01000026.1
39700,NIHP01000001.1
39701,NIHP01000084.1
39702,NIHP01000033.1
39703,NIHP01000005.1
39704,NIHP01000009.1
39705,NIHP01000005.1
39706,NIHP01000022.1
39707,NIHP01000002.1
39708,NIHP01000007.1
39709,NIHP01000014.1
39710,NIHP01000005.1
39712,NIHP01000048.1
39713,NIHP01000003.1
39714,NIHP01000031.1
39715,NIHP01000010.1
39716,NIHP01000001.1
39717,NIHP01000001.1
39718,NIHP01000005.1
39719,NIHP01000017.1
39720,NIHP01000010.1
39721,NIHP01000014.1
39722,NIHP01000026.1
39723,NIHP01000010.1
39724,NIHP01000001.1
39725,NIHP01000045.1
39726,NIHP01000005.1
39727,NIHP01000003.1
39728,NIHP01000033.1
39729,NIHP01000002.1
39730,NIHP01000006.1
39731,NIHP01000008.1
39732,NIHP01000031.1
39733,NIHP01000002.1
39734,NIHP01000002.1
39735,NIHP01000008.1
39737,NIHP01000001.1
39738,NIHP01000019.1
39739,NIHP01000007.1
39740,NIHP01000010.1
39741,NIHP01000027.1
39742,NIHP01000037.1
39743,NIHP01000001.1
39744,NIHP01000003.1
39745,NIHP01000006.1
39746,NIHP01000054.1
39747,NIHP01000002.1
39748,NIHP01000010.1
39749,NIHP01000001.1
39750,NIHP01000029.1
39751,NIHP01000007.1
39752,NIHP01000006.1
39753,NIHP01000001.1
39754,NIHP01000003.1
39755,NIHP01000010.1
39756,NIHP01000002.1
39757,NIHP01000015.1
39758,NIHP01000002.1
39761,NIHP01000031.1
39762,NIHP01000020.1
39763,NIHP01000021.1
39764,NIHP01000017.1
39765,NIHP01000032.1
39766,NIHP01000008.1
39767,NIHP01000004.1
39768,NIHP01000006.1
39769,NIHP01000002.1
39770,NIHP01000010.1
39771,NIHP01000010.1
39772,NIHP01000010.1
39773,NIHP01000002.1
39774,NIHP01000016.1
39775,NIHP01000016.1
39776,NIHP01000040.1
39777,NIHP01000015.1
39779,NIHP01000022.1
39780,NIHP01000004.1
39781,NIHP01000008.1
39782,NIHP01000024.1
39783,NIHP01000008.1
39784,NIHP01000016.1
39785,NIHP01000031.1
39786,NIHP01000023.1
39787,NIHP01000001.1
39788,NIHP01000001.1
39789,NIHP01000001.1
39790,NIHP01000003.1
39791,NIHP01000006.1
39793,NIHP01000002.1
39794,NIHP01000036.1
39795,NIHP01000025.1
39796,NIHP01000004.1
39797,NIHP01000003.1
39798,NIHP01000015.1
39799,NIHP01000045.1
39800,NIHP01000034.1
39801,NIHP01000063.1
39802,NIHP01000004.1
39803,NIHP01000002.1
39804,NIHP01000023.1
39805,NIHP01000057.1
39806,NIHP01000010.1
39807,NIHP01000026.1
39808,NIHP01000004.1
39809,NIHP01000005.1
39810,NIHP01000010.1
39811,NIHP01000004.1
39813,NIHP01000010.1
39814,NIHP01000019.1
39815,NIHP01000009.1
39816,NIHP01000007.1
39817,NIHP01000003.1
39818,NIHP01000014.1
39819,NIHP01000009.1
39820,NIHP01000017.1
39821,NIHP01000065.1
39822,NIHP01000013.1
39823,NIHP01000006.1
39824,NIHP01000010.1
39825,NIHP01000004.1
39826,NIHP01000022.1
39827,NIHP01000005.1
39828,NIHP01000008.1
39829,NIHP01000004.1
39830,NIHP01000006.1
39831,NIHP01000004.1
39832,NIHP01000009.1
39833,NIHP01000010.1
39834,NIHP01000020.1
39835,NIHP01000022.1
39836,NIHP01000002.1
39837,NIHP01000017.1
39838,NIHP01000025.1
39839,NIHP01000003.1
39840,NIHP01000005.1
39841,NIHP01000032.1
39842,NIHP01000006.1
39843,NIHP01000004.1
39844,NIHP01000002.1
39845,NIHP01000004.1
39846,NIHP01000016.1
39847,NIHP01000023.1
39848,NIHP01000007.1
39849,NIHP01000016.1
39850,NIHP01000013.1
39851,NIHP01000007.1
39852,NIHP01000024.1
39853,NIHP01000006.1
39854,NIHP01000001.1
39855,NIHP01000005.1
39856,NIHP01000003.1
39858,NIHP01000020.1
39859,NIHP01000008.1
39861,NIHP01000009.1
39862,NIHP01000026.1
39863,NIHP01000001.1
39864,NIHP01000023.1
39865,NIHP01000012.1
39866,NIHP01000020.1
39867,NIHP01000005.1
39868,NIHP01000022.1
39869,NIHP01000001.1
39870,NIHP01000005.1
39871,NIHP01000001.1
39872,NIHP01000032.1
39873,NIHP01000008.1
39874,NIHP01000032.1
39875,NIHP01000007.1
39876,NIHP01000010.1
39877,NIHP01000013.1
39878,NIHP01000005.1
39879,NIHP01000024.1
39880,NIHP01000008.1
39881,NIHP01000048.1
39882,NIHP01000003.1
39883,NIHP01000008.1
39884,NIHP01000003.1
39885,NIHP01000005.1
39886,NIHP01000032.1
39887,NIHP01000004.1
39888,NIHP01000001.1
39889,NIHP01000003.1
39890,NIHP01000027.1
39891,NIHP01000009.1
39892,NIHP01000008.1
39893,NIHP01000025.1
39894,NIHP01000009.1
39895,NIHP01000003.1
39896,NIHP01000012.1
39897,NIHP01000016.1
39899,NIHP01000027.1
39900,NIHP01000034.1
39901,NIHP01000017.1
39902,NIHP01000009.1
39903,NIHP01000012.1
39904,NIHP01000003.1
39905,NIHP01000005.1
39906,NIHP01000001.1
39907,NIHP01000007.1
39908,NIHP01000024.1
39909,NIHP01000002.1
39910,NIHP01000009.1
39911,NIHP01000052.1
39913,NIHP01000015.1
39914,NIHP01000026.1
39916,NIHP01000045.1
39917,NIHP01000070.1
39918,NIHP01000046.1
39919,NIHP01000017.1
39920,NIHP01000032.1
39921,NIHP01000003.1
39922,NIHP01000024.1
39924,NIHP01000035.1
39925,NIHP01000006.1
39926,NIHP01000030.1
39927,NIHP01000061.1
39928,NIHP01000002.1
39930,NIHP01000042.1
39931,NIHP01000042.1
39932,NIHP01000006.1
39933,NIHP01000031.1
39934,NIHP01000004.1
39935,NIHP01000004.1
39936,NIHP01000001.1
39937,NIHP01000002.1
39938,NIHP01000009.1
39939,NIHP01000020.1
39940,NIHP01000005.1
39941,NIHP01000002.1
39942,NIHP01000008.1
39943,NIHP01000012.1
39944,NIHP01000015.1
39945,NIHP01000008.1
39946,NIHP01000017.1
39947,NIHP01000022.1
39948,NIHP01000014.1
39949,NIHP01000001.1
39950,NIHP01000004.1
39951,NIHP01000001.1
39952,NIHP01000006.1
39953,NIHP01000014.1
39954,NIHP01000003.1
39955,NIHP01000037.1
39956,NIHP01000014.1
39957,NIHP01000006.1
39958,NIHP01000022.1
39959,NIHP01000039.1
39960,NIHP01000003.1
39961,NIHP01000005.1
39962,NIHP01000014.1
39963,NIHP01000006.1
39964,NIHP01000028.1
39965,NIHP01000017.1
39966,NIHP01000013.1
39967,NIHP01000019.1
39968,NIHP01000003.1
39969,NIHP01000023.1
39970,NIHP01000051.1
39971,NIHP01000009.1
39972,NIHP01000007.1
39973,NIHP01000008.1
39974,NIHP01000024.1
39975,NIHP01000055.1
39976,NIHP01000001.1
39977,NIHP01000007.1
39978,NIHP01000023.1
39979,NIHP01000012.1
39980,NIHP01000008.1
39982,NIHP01000036.1
39983,NIHP01000001.1
39984,NIHP01000001.1
39985,NIHP01000008.1
39986,NIHP01000007.1
39987,NIHP01000017.1
39988,NIHP01000013.1
39989,NIHP01000010.1
39990,NIHP01000016.1
39991,NIHP01000074.1
39992,NIHP01000009.1
39993,NIHP01000002.1
39994,NIHP01000002.1
39995,NIHP01000002.1
39996,NIHP01000010.1
39997,NIHP01000003.1
39998,NIHP01000008.1
39999,NIHP01000017.1
40000,NIHP01000013.1
40001,NIHP01000003.1
40002,NIHP01000007.1
40003,NIHP01000033.1
40004,NIHP01000030.1
40005,NIHP01000002.1
40006,NIHP01000023.1
40007,NIHP01000001.1
40008,NIHP01000007.1
40009,NIHP01000037.1
40010,NIHP01000019.1
40011,NIHP01000010.1
40012,NIHP01000044.1
40013,NIHP01000001.1
40014,NIHP01000021.1
40015,NIHP01000002.1
40016,NIHP01000033.1
40017,NIHP01000002.1
40018,NIHP01000005.1
40019,NIHP01000001.1
40020,NIHP01000032.1
40021,NIHP01000003.1
40022,NIHP01000014.1
40023,NIHP01000008.1
40024,NIHP01000012.1
40025,NIHP01000007.1
40026,NIHP01000007.1
40028,NIHP01000028.1
40029,NIHP01000003.1
40031,NIHP01000016.1
40032,NIHP01000009.1
40033,NIHP01000002.1
40034,NIHP01000028.1
40035,NIHP01000007.1
40036,NIHP01000021.1
40037,NIHP01000008.1
40038,NIHP01000026.1
40039,NIHP01000029.1
40040,NIHP01000004.1
40041,NIHP01000001.1
40042,NIHP01000028.1
40043,NIHP01000043.1
40044,NIHP01000001.1
40045,NIHP01000032.1
40047,NIHP01000010.1
40048,NIHP01000014.1
40049,NIHP01000005.1
40050,NIHP01000017.1
40051,NIHP01000007.1
40052,NIHP01000002.1
40053,NIHP01000003.1
40054,NIHP01000001.1
40055,NIHP01000004.1
40056,NIHP01000003.1
40057,NIHP01000073.1
40058,NIHP01000024.1
40059,NIHP01000002.1
40061,NIHP01000008.1
40062,NIHP01000063.1
40063,NIHP01000004.1
40064,NIHP01000017.1
40065,NIHP01000034.1
40066,NIHP01000009.1
40067,NIHP01000017.1
40068,NIHP01000006.1
40069,NIHP01000008.1
40070,NIHP01000004.1
40071,NIHP01000035.1
40072,NIHP01000022.1
40073,NIHP01000022.1
40074,NIHP01000005.1
40075,NIHP01000001.1
40076,NIHP01000036.1
40077,NIHP01000017.1
40078,NIHP01000003.1
40079,NIHP01000078.1
40080,NIHP01000001.1
40081,NIHP01000001.1
40082,NIHP01000036.1
40083,NIHP01000003.1
40084,NIHP01000014.1
40085,NIHP01000003.1
40086,NIHP01000003.1
40087,NIHP01000021.1
40088,NIHP01000069.1
40089,NIHP01000005.1
40090,NIHP01000005.1
40091,NIHP01000014.1
40092,NIHP01000004.1
40093,NIHP01000005.1
40095,NIHP01000015.1
40096,NIHP01000001.1
40097,NIHP01000016.1
40099,NIHP01000008.1
40100,NIHP01000009.1
40101,NIHP01000010.1
40102,NIHP01000002.1
40103,NIHP01000051.1
40104,NIHP01000009.1
40105,NIHP01000001.1
40106,NIHP01000009.1
40107,NIHP01000020.1
40108,NIHP01000007.1
40109,NIHP01000001.1
40110,NIHP01000004.1
40111,NIHP01000004.1
40112,NIHP01000044.1
40113,NIHP01000013.1
40114,NIHP01000024.1
40115,NIHP01000006.1
40116,NIHP01000021.1
40117,NIHP01000042.1
40118,NIHP01000014.1
40119,NIHP01000025.1
40120,NIHP01000003.1
40121,NIHP01000001.1
40122,NIHP01000025.1
40123,NIHP01000006.1
40124,NIHP01000027.1
40125,NIHP01000006.1
40126,NIHP01000022.1
40127,NIHP01000015.1
40128,NIHP01000008.1
40129,NIHP01000001.1
40130,NIHP01000008.1
40131,NIHP01000024.1
40133,NIHP01000008.1
40134,NIHP01000031.1
40135,NIHP01000019.1
40136,NIHP01000017.1
40137,NIHP01000063.1
40138,NIHP01000001.1
40139,NIHP01000023.1
40140,NIHP01000001.1
40141,NIHP01000034.1
40142,NIHP01000030.1
40143,NIHP01000006.1
40144,NIHP01000013.1
40145,NIHP01000003.1
40146,NIHP01000003.1
40147,NIHP01000004.1
40148,NIHP01000024.1
40149,NIHP01000042.1
40150,NIHP01000040.1
40151,NIHP01000003.1
40152,NIHP01000003.1
40153,NIHP01000017.1
40154,NIHP01000002.1
40155,NIHP01000029.1
40156,NIHP01000009.1
40157,NIHP01000025.1
40158,NIHP01000002.1
40159,NIHP01000037.1
40160,NIHP01000005.1
40161,NIHP01000001.1
40162,NIHP01000037.1
40163,NIHP01000019.1
40164,NIHP01000104.1
40165,NIHP01000004.1
40167,NIHP01000013.1
40168,NIHP01000006.1
40169,NIHP01000026.1
40170,NIHP01000002.1
40171,NIHP01000017.1
40172,NIHP01000004.1
40173,NIHP01000005.1
40174,NIHP01000001.1
40175,NIHP01000031.1
40176,NIHP01000004.1
40177,NIHP01000007.1
40178,NIHP01000029.1
40179,NIHP01000005.1
40180,NIHP01000016.1
40181,NIHP01000021.1
40182,NIHP01000002.1
40183,NIHP01000020.1
40184,NIHP01000002.1
40185,NIHP01000006.1
40186,NIHP01000013.1
40187,NIHP01000033.1
40188,NIHP01000001.1
40189,NIHP01000034.1
40190,NIHP01000003.1
40191,NIHP01000001.1
40192,NIHP01000002.1
40193,NIHP01000005.1
40194,NIHP01000053.1
40195,NIHP01000005.1
40196,NIHP01000032.1
40197,NIHP01000055.1
40198,NIHP01000002.1
40199,NIHP01000049.1
40200,NIHP01000019.1
40201,NIHP01000027.1
40202,NIHP01000040.1
40203,NIHP01000012.1
40204,NIHP01000008.1
40205,NIHP01000023.1
40206,NIHP01000034.1
40207,NIHP01000001.1
40208,NIHP01000017.1
40209,NIHP01000008.1
40210,NIHP01000038.1
40211,NIHP01000020.1
40212,NIHP01000003.1
40213,NIHP01000040.1
40214,NIHP01000042.1
40215,NIHP01000027.1
40216,NIHP01000002.1
40217,NIHP01000042.1
40218,NIHP01000014.1
40219,NIHP01000014.1
40221,NIHP01000012.1
40222,NIHP01000019.1
40223,NIHP01000101.1
40224,NIHP01000002.1
40225,NIHP01000007.1
40226,NIHP01000040.1
40227,NIHP01000027.1
40228,NIHP01000004.1
40229,NIHP01000059.1
40232,NIHP01000002.1
40233,NIHP01000026.1
40234,NIHP01000006.1
40235,NIHP01000020.1
40236,NIHP01000006.1
40237,NIHP01000015.1
40238,NIHP01000004.1
40239,NIHP01000027.1
40240,NIHP01000003.1
40241,NIHP01000017.1
40242,NIHP01000004.1
40243,NIHP01000007.1
40244,NIHP01000019.1
40246,NIHP01000014.1
40247,NIHP01000007.1
40248,NIHP01000005.1
40249,NIHP01000014.1
40250,NIHP01000002.1
40251,NIHP01000036.1
40252,NIHP01000012.1
40253,NIHP01000044.1
40254,NIHP01000060.1
40255,NIHP01000003.1
40256,NIHP01000002.1
40257,NIHP01000005.1
40258,NIHP01000008.1
40259,NIHP01000026.1
40260,NIHP01000008.1
40261,NIHP01000062.1
40262,NIHP01000010.1
40263,NIHP01000005.1
40264,NIHP01000030.1
40265,NIHP01000017.1
40266,NIHP01000009.1
40267,NIHP01000004.1
40268,NIHP01000013.1
40269,NIHP01000002.1
40270,NIHP01000014.1
40271,NIHP01000010.1
40272,NIHP01000009.1
40273,NIHP01000002.1
40274,NIHP01000001.1
40275,NIHP01000003.1
40276,NIHP01000016.1
40277,NIHP01000010.1
40278,NIHP01000020.1
40279,NIHP01000003.1
40281,NIHP01000007.1
40282,NIHP01000053.1
40283,NIHP01000026.1
40284,NIHP01000022.1
40285,NIHP01000004.1
40286,NIHP01000001.1
40287,NIHP01000015.1
40288,NIHP01000027.1
40289,NIHP01000020.1
40290,NIHP01000024.1
40291,NIHP01000034.1
40292,NIHP01000015.1
40293,NIHP01000023.1
40294,NIHP01000027.1
40295,NIHP01000001.1
40296,NIHP01000082.1
40297,NIHP01000026.1
40298,NIHP01000013.1
40299,NIHP01000008.1
40300,NIHP01000025.1
40301,NIHP01000009.1
40302,NIHP01000008.1
40303,NIHP01000028.1
40304,NIHP01000003.1
40305,NIHP01000016.1
40306,NIHP01000004.1
40307,NIHP01000004.1
40308,NIHP01000003.1
40309,NIHP01000027.1
40310,NIHP01000029.1
40311,NIHP01000003.1
40312,NIHP01000035.1
40313,NIHP01000025.1
40314,NIHP01000008.1
40315,NIHP01000054.1
40316,NIHP01000054.1
40317,NIHP01000054.1
40318,NIHP01000003.1
40320,NIHP01000004.1
40321,NIHP01000025.1
40322,NIHP01000016.1
40323,NIHP01000045.1
40324,NIHP01000006.1
40325,NIHP01000020.1
40326,NIHP01000007.1
40327,NIHP01000005.1
40328,NIHP01000007.1
40329,NIHP01000004.1
40330,NIHP01000009.1
40331,NIHP01000002.1
40332,NIHP01000003.1
40333,NIHP01000022.1
40334,NIHP01000029.1
40335,NIHP01000053.1
40336,NIHP01000004.1
40337,NIHP01000005.1
40338,NIHP01000010.1
40339,NIHP01000004.1
40340,NIHP01000005.1
40341,NIHP01000004.1
40342,NIHP01000010.1
40344,NIHP01000001.1
40345,NIHP01000033.1
40346,NIHP01000028.1
40347,NIHP01000014.1
40348,NIHP01000009.1
40349,NIHP01000002.1
40350,NIHP01000001.1
40352,NIHP01000044.1
40354,NIHP01000037.1
40355,NIHP01000054.1
40356,NIHP01000010.1
40357,NIHP01000008.1
40358,NIHP01000013.1
40359,NIHP01000032.1
40360,NIHP01000021.1
40361,NIHP01000012.1
40362,NIHP01000009.1
40363,NIHP01000029.1
40364,NIHP01000026.1
40365,NIHP01000068.1
40366,NIHP01000020.1
40368,NIHP01000001.1
40369,NIHP01000009.1
40370,NIHP01000004.1
40371,NIHP01000006.1
40372,NIHP01000026.1
40373,NIHP01000016.1
40374,NIHP01000008.1
40375,NIHP01000001.1
40376,NIHP01000019.1
40377,NIHP01000001.1
40378,NIHP01000005.1
40379,NIHP01000037.1
40380,NIHP01000013.1
40382,NIHP01000012.1
40383,NIHP01000009.1
40384,NIHP01000016.1
40385,NIHP01000001.1
40386,NIHP01000010.1
40387,NIHP01000012.1
40388,NIHP01000005.1
40389,NIHP01000032.1
40390,NIHP01000009.1
40391,NIHP01000036.1
40393,NIHP01000003.1
40394,NIHP01000008.1
40395,NIHP01000036.1
40396,NIHP01000026.1
40397,NIHP01000004.1
40398,NIHP01000002.1
40400,NIHP01000013.1
40401,NIHP01000028.1
40402,NIHP01000033.1
40403,NIHP01000021.1
40405,NIHP01000035.1
40406,NIHP01000001.1
40407,NIHP01000009.1
40408,NIHP01000026.1
40409,NIHP01000001.1
40410,NIHP01000004.1
40411,NIHP01000006.1
40412,NIHP01000007.1
40413,NIHP01000004.1
40414,NIHP01000005.1
40415,NIHP01000005.1
40416,NIHP01000007.1
40417,NIHP01000003.1
40418,NIHP01000006.1
40419,NIHP01000010.1
40420,NIHP01000021.1
40421,NIHP01000006.1
40423,NIHP01000019.1
40424,NIHP01000010.1
40425,NIHP01000066.1
40426,NIHP01000003.1
40427,NIHP01000004.1
40428,NIHP01000038.1
40429,NIHP01000010.1
40430,NIHP01000014.1
40431,NIHP01000026.1
40432,NIHP01000005.1
40433,NIHP01000009.1
40434,NIHP01000008.1
40435,NIHP01000001.1
40437,NIHP01000022.1
40438,NIHP01000002.1
40439,NIHP01000023.1
40440,NIHP01000048.1
40441,NIHP01000009.1
40442,NIHP01000030.1
40443,NIHP01000003.1
40444,NIHP01000002.1
40445,NIHP01000028.1
40446,NIHP01000060.1
40447,NIHP01000007.1
40448,NIHP01000006.1
40449,NIHP01000025.1
40450,NIHP01000028.1
40451,NIHP01000010.1
40452,NIHP01000003.1
40453,NIHP01000017.1
40455,NIHP01000030.1
40456,NIHP01000008.1
40457,NIHP01000005.1
40458,NIHP01000040.1
40459,NIHP01000025.1
40460,NIHP01000043.1
40461,NIHP01000017.1
40462,NIHP01000004.1
40463,NIHP01000001.1
40464,NIHP01000099.1
40465,NIHP01000017.1
40466,NIHP01000008.1
40467,NIHP01000022.1
40468,NIHP01000005.1
40469,NIHP01000009.1
40470,NIHP01000005.1
40472,NIHP01000006.1
40474,NIHP01000010.1
40475,NIHP01000014.1
40476,NIHP01000029.1
40477,NIHP01000009.1
40478,NIHP01000039.1
40479,NIHP01000001.1
40480,NIHP01000007.1
40481,NIHP01000048.1
40482,NIHP01000026.1
40483,NIHP01000001.1
40484,NIHP01000007.1
40485,NIHP01000009.1
40486,NIHP01000036.1
40487,NIHP01000010.1
40488,NIHP01000001.1
40489,NIHP01000001.1
40490,NIHP01000001.1
40492,NIHP01000019.1
40493,NIHP01000006.1
40494,NIHP01000014.1
40495,NIHP01000001.1
40496,NIHP01000029.1
40498,NIHP01000052.1
40499,NIHP01000016.1
40500,NIHP01000008.1
40501,NIHP01000023.1
40502,NIHP01000054.1
40503,NIHP01000001.1
40504,NIHP01000006.1
40505,NIHP01000003.1
40506,NIHP01000002.1
40507,NIHP01000001.1
40508,NIHP01000023.1
40509,NIHP01000030.1
40510,NIHP01000002.1
40511,NIHP01000016.1
40512,NIHP01000029.1
40513,NIHP01000023.1
40514,NIHP01000033.1
40515,NIHP01000010.1
40516,NIHP01000007.1
40517,NIHP01000001.1
40519,NIHP01000006.1
40520,NIHP01000007.1
40521,NIHP01000004.1
40522,NIHP01000003.1
40523,NIHP01000013.1
40524,NIHP01000059.1
40525,NIHP01000004.1
40526,NIHP01000016.1
40527,NIHP01000010.1
40528,NIHP01000002.1
40529,NIHP01000003.1
40530,NIHP01000032.1
40531,NIHP01000021.1
40532,NIHP01000002.1
40533,NIHP01000005.1
40535,NIHP01000003.1
40536,NIHP01000010.1
40537,NIHP01000004.1
40538,NIHP01000004.1
40539,NIHP01000001.1
40540,NIHP01000004.1
40541,NIHP01000016.1
40542,NIHP01000008.1
40543,NIHP01000003.1
40544,NIHP01000021.1
40545,NIHP01000015.1
40546,NIHP01000021.1
40547,NIHP01000019.1
40548,NIHP01000002.1
40549,NIHP01000006.1
40550,NIHP01000008.1
40551,NIHP01000037.1
40552,NIHP01000015.1
40553,NIHP01000001.1
40554,NIHP01000022.1
40555,NIHP01000020.1
40556,NIHP01000008.1
40557,NIHP01000007.1
40558,NIHP01000003.1
40559,NIHP01000057.1
40560,NIHP01000003.1
40562,NIHP01000003.1
40563,NIHP01000003.1
40564,NIHP01000005.1
40565,NIHP01000016.1
40566,NIHP01000032.1
40567,NIHP01000027.1
40568,NIHP01000004.1
40570,NIHP01000001.1
40571,NIHP01000022.1
40572,NIHP01000061.1
40573,NIHP01000004.1
40574,NIHP01000008.1
40575,NIHP01000042.1
40576,NIHP01000007.1
40577,NIHP01000002.1
40578,NIHP01000037.1
40579,NIHP01000010.1
40580,NIHP01000032.1
40581,NIHP01000014.1
40582,NIHP01000008.1
40583,NIHP01000001.1
40584,NIHP01000003.1
40585,NIHP01000015.1
40586,NIHP01000003.1
40587,NIHP01000002.1
40588,NIHP01000002.1
40589,NIHP01000007.1
40590,NIHP01000004.1
40591,NIHP01000001.1
40592,NIHP01000023.1
40593,NIHP01000030.1
40595,NIHP01000012.1
40596,NIHP01000022.1
40597,NIHP01000009.1
40598,NIHP01000023.1
40599,NIHP01000023.1
40600,NIHP01000001.1
40601,NIHP01000012.1
40602,NIHP01000002.1
40603,NIHP01000006.1
40604,NIHP01000001.1
40605,NIHP01000030.1
40606,NIHP01000015.1
40607,NIHP01000001.1
40608,NIHP01000003.1
40609,NIHP01000006.1
40610,NIHP01000013.1
40611,NIHP01000004.1
40612,NIHP01000006.1
40613,NIHP01000006.1
40614,NIHP01000002.1
40615,NIHP01000022.1
40616,NIHP01000022.1
40618,NIHP01000014.1
40619,NIHP01000003.1
40620,NIHP01000020.1
40621,NIHP01000006.1
40622,NIHP01000015.1
40623,NIHP01000009.1
40624,NIHP01000001.1
40625,NIHP01000014.1
40626,NIHP01000005.1
40627,NIHP01000007.1
40628,NIHP01000010.1
40629,NIHP01000009.1
40630,NIHP01000004.1
40631,NIHP01000015.1
40632,NIHP01000002.1
40633,NIHP01000029.1
40634,NIHP01000008.1
40635,NIHP01000002.1
40636,NIHP01000007.1
40637,NIHP01000004.1
40638,NIHP01000010.1
40639,NIHP01000001.1
40640,NIHP01000039.1
40641,NIHP01000017.1
40642,NIHP01000001.1
40643,NIHP01000006.1
40644,NIHP01000008.1
40645,NIHP01000013.1
40646,NIHP01000015.1
40647,NIHP01000055.1
40648,NIHP01000009.1
40649,NIHP01000015.1
40650,NIHP01000006.1
40651,NIHP01000024.1
40652,NIHP01000008.1
40653,NIHP01000012.1
40654,NIHP01000012.1
40655,NIHP01000038.1
40656,NIHP01000035.1
40657,NIHP01000005.1
40658,NIHP01000052.1
40659,NIHP01000001.1
40660,NIHP01000015.1
40661,NIHP01000020.1
40662,NIHP01000012.1
40663,NIHP01000017.1
40664,NIHP01000025.1
40665,NIHP01000001.1
40666,NIHP01000001.1
40667,NIHP01000045.1
40668,NIHP01000008.1
40669,NIHP01000048.1
40670,NIHP01000012.1
40671,NIHP01000015.1
40672,NIHP01000033.1
40673,NIHP01000012.1
40674,NIHP01000045.1
40675,NIHP01000017.1
40676,NIHP01000039.1
40677,NIHP01000009.1
40678,NIHP01000051.1
40679,NIHP01000036.1
40680,NIHP01000013.1
40681,NIHP01000022.1
40682,NIHP01000024.1
40683,NIHP01000001.1
40684,NIHP01000007.1
40685,NIHP01000003.1
40686,NIHP01000004.1
40687,NIHP01000059.1
40688,NIHP01000005.1
40689,NIHP01000061.1
40690,NIHP01000002.1
40691,NIHP01000016.1
40693,NIHP01000057.1
40694,NIHP01000015.1
40695,NIHP01000003.1
40697,NIHP01000010.1
40698,NIHP01000006.1
40699,NIHP01000010.1
40700,NIHP01000003.1
40701,NIHP01000013.1
40702,NIHP01000032.1
40703,NIHP01000009.1
40704,NIHP01000043.1
40705,NIHP01000003.1
40707,NIHP01000029.1
40708,NIHP01000025.1
40709,NIHP01000001.1
40710,NIHP01000023.1
40711,NIHP01000001.1
40712,NIHP01000034.1
40713,NIHP01000003.1
40714,NIHP01000031.1
40715,NIHP01000035.1
40716,NIHP01000002.1
40717,NIHP01000010.1
40718,NIHP01000002.1
40719,NIHP01000038.1
40720,NIHP01000022.1
40721,NIHP01000001.1
40722,NIHP01000016.1
40723,NIHP01000030.1
40724,NIHP01000015.1
40725,NIHP01000006.1
40727,NIHP01000002.1
40728,NIHP01000013.1
40729,NIHP01000002.1
40730,NIHP01000002.1
40731,NIHP01000015.1
40732,NIHP01000020.1
40733,NIHP01000005.1
40734,NIHP01000014.1
40735,NIHP01000035.1
40736,NIHP01000012.1
40737,NIHP01000006.1
40738,NIHP01000022.1
40739,NIHP01000003.1
40740,NIHP01000010.1
40741,NIHP01000025.1
40742,NIHP01000042.1
40743,NIHP01000009.1
40744,NIHP01000016.1
40745,NIHP01000014.1
40746,NIHP01000003.1
40747,NIHP01000019.1
40748,NIHP01000010.1
40749,NIHP01000002.1
40750,NIHP01000002.1
40751,NIHP01000021.1
40752,NIHP01000013.1
40753,NIHP01000019.1
40754,NIHP01000012.1
40755,NIHP01000003.1
40756,NIHP01000024.1
40757,NIHP01000025.1
40758,NIHP01000004.1
40760,NIHP01000004.1
40761,NIHP01000008.1
40762,NIHP01000001.1
40763,NIHP01000012.1
40764,NIHP01000014.1
40765,NIHP01000020.1
40766,NIHP01000007.1
40767,NIHP01000007.1
40768,NIHP01000003.1
40769,NIHP01000013.1
40770,NIHP01000001.1
40771,NIHP01000003.1
40772,NIHP01000008.1
40773,NIHP01000044.1
40774,NIHP01000003.1
40775,NIHP01000063.1
40776,NIHP01000031.1
