NR90	NR50	GO	KO	KEGG	Pfam	EC	eggNOG
UniRef90_A7B8I2	UniRef50_A7B8I2	GO:0016021					ENOG4108N10,ENOG4110XIN
UniRef90_A7B8I3	UniRef50_A7B8I3	GO:0016021					
UniRef90_A7B8I4	UniRef50_A7B8I4						
UniRef90_A7B8I5	UniRef50_F3B9A1	GO:0016021			PF14378		
UniRef90_A7B8I6	UniRef50_A7B8I6	GO:0006629,GO:0046677,GO:0016021,GO:0050071,GO:0005886			PF03706	2.3.2.3	COG0392,ENOG4108KWJ
UniRef90_A7B8I6	UniRef50_A7B8I6	GO:0016021,GO:0005886,GO:0050071,GO:0006629,GO:0046677			PF03706	2.3.2.3	
UniRef90_A7B8I8	UniRef50_A0A174DDM7	GO:0004609,GO:0008654			PF02666		
UniRef90_A7B8I9	UniRef50_B0N8B0	GO:0010181,GO:0016491			PF00724,PF07992		
UniRef90_A7B8I9	UniRef50_B0N8B0	GO:0016491,GO:0010181			PF07992,PF00724		COG0446,COG1902,ENOG4105CCY
UniRef90_A7B8J1	UniRef50_A7B8J1						
UniRef90_A7B8J3	UniRef50_B5CQH7				PF15919		
UniRef90_A7B8J3	UniRef50_B5CQH7				PF15919		ENOG4105WUG,ENOG4112518
UniRef90_A7B8J5	UniRef50_A7B8J5	GO:0003677,GO:0004803,GO:0006313			PF01609		ENOG4105U87,ENOG411012J
UniRef90_A7B8J6	UniRef50_A7B8J6						
UniRef90_A7B8K0	UniRef50_A0A174R955						
UniRef90_A7B8K0	UniRef50_A0A174R955	GO:0004062			PF17425,PF05935		
UniRef90_A7B8K1	UniRef50_B2GAM0	GO:0009986,GO:0005576,GO:0000015,GO:0000287,GO:0004634,GO:0006096			PF00113,PF03952	4.2.1.11	
UniRef90_A7B8K1	UniRef50_B2GAM0	GO:0009986,GO:0005576,GO:0000015,GO:0006096,GO:0004634,GO:0000287			PF03952,PF00113	4.2.1.11	COG0148,ENOG4105C70
UniRef90_A7B8K4	UniRef50_B0NH01	GO:0005524,GO:0016887			PF00005		
UniRef90_A7B8K6	UniRef50_C0FZ60	GO:0033711,GO:0050578,GO:0051287			PF02826,PF00389	1.1.1.290,1.1.1.272	ENOG4105C5I,COG1052
UniRef90_A7B8K6	UniRef50_C0FZ60	GO:0051287,GO:0016616			PF00389,PF02826		
UniRef90_A7B8L1	UniRef50_A7B8L1				PF03450,PF00941		
UniRef90_A7B8L1	UniRef50_A7B8L1	GO:0071949,GO:0016491			PF03450,PF00941		
UniRef90_A7B8L2	UniRef50_A7B8L2	GO:0003677,GO:0015074,GO:0006310			PF00589		
UniRef90_A7B8L3	UniRef50_A7B8L3						
UniRef90_A7B8L4	UniRef50_R8VYS1	GO:0043565			PF01381		ENOG41067QW,ENOG410XUC3
UniRef90_A7B8L8	UniRef50_A7B8L8						
UniRef90_A7B8M0	UniRef50_B2TQ57	GO:0003855,GO:0009073,GO:0009423			PF01487	4.2.1.10	
UniRef90_A7B8M0	UniRef50_B2TQ57	GO:0009073,GO:0009423,GO:0003855			PF01487	4.2.1.10	COG0710,ENOG4105FF2
UniRef90_A7B8M1	UniRef50_A7B8M1	GO:0006355,GO:0003677			PF00356		
UniRef90_A7B8M2	UniRef50_A0A1A5YWA0				PF13358		ENOG4106GW8,ENOG410Y5WX
UniRef90_A7B8M3	UniRef50_A7B8M3						
UniRef90_A7B8M4	UniRef50_A7B8M4						
UniRef90_A7B8M7	UniRef50_A0A316A482				PF10105		
UniRef90_A7B8M7	UniRef50_A0A316A482				PF10105		COG5011,ENOG4105PQ3
UniRef90_A7B8M8	UniRef50_U2CAY7	GO:0003824,GO:0051536			PF04055		
UniRef90_A7B8M8	UniRef50_U2CAY7	GO:0003824,GO:0051536			PF04055		ENOG4105CBE,COG1032
UniRef90_A7B8M9	UniRef50_A7B8M9				PF08011,PF09820		ENOG410XQ4X,ENOG4105F42
UniRef90_A7B8N1	UniRef50_A7B8N1						
UniRef90_A7B8N7	UniRef50_A7B8N7	GO:0008887,GO:0031388			PF02595		ENOG4105BZW,COG1929
UniRef90_A7B8N8	UniRef50_A7B8N8						
UniRef90_A7B8N9	UniRef50_A7B8N9	GO:0016021			PF09586		
UniRef90_A7B8N9	UniRef50_A7B8N9	GO:0016021			PF09586		ENOG4107WZB,COG4485
UniRef90_A7B8P2	UniRef50_A7B8P2	GO:0016021					
UniRef90_A7B8P3	UniRef50_A7B8P3						
UniRef90_A7B8Q0	UniRef50_A7B8Q0						ENOG410691B,ENOG410XYMV
UniRef90_A7B8Q1	UniRef50_A7B8Q1						
UniRef90_A7VCU0	UniRef50_U2BTY9						
UniRef90_A7VCU0	UniRef50_U2BTY9				PF14195		
UniRef90_A7VCU8	UniRef50_A7VCU8						
UniRef90_A7VCV0	UniRef50_A7VCV0						
UniRef90_A7VCV0	UniRef50_A7VCV0						ENOG4106J92,ENOG410Y9IP
UniRef90_A7VCV0	UniRef50_A7VCV0			ere:EUBREC_0780,ere:EUBREC_2715			
UniRef90_A7VCV5	UniRef50_U2CPE4						
UniRef90_A7VCV5	UniRef50_U2CPE4				PF12750		
UniRef90_A7VCV5	UniRef50_U2CPE4	GO:0016021			PF12750		
UniRef90_A7VCV6	UniRef50_B3XSI6						
UniRef90_A7VCV6	UniRef50_B3XSI6				PF12696		
UniRef90_A7VCV6	UniRef50_B3XSI6	GO:0009291,GO:0016020			PF02534		
UniRef90_A7VCV6	UniRef50_B3XSI6	GO:0016020,GO:0009291			PF02534		
UniRef90_A7VCV6	UniRef50_B3XSI6	GO:0016021,GO:0009291			PF02534		
UniRef90_A7VCV6	UniRef50_B3XSI6	GO:0016021,GO:0009291			PF02534		ENOG4105E80,COG3505
UniRef90_A7VFM2	UniRef50_R5U9H8						ENOG41060B9,ENOG410Y0C9
UniRef90_A7VFW7	UniRef50_A0A174BTL7						
UniRef90_A7VFW7	UniRef50_A0A174BTL7	GO:0016021					ENOG4108MF2,ENOG410XR9X
UniRef90_A7VFW7	UniRef50_A0A174BTL7	GO:0016021					ENOG410XR9X,ENOG4108MF2
UniRef90_A7VI66	UniRef50_R9J381						
UniRef90_A7VI66	UniRef50_R9J381	GO:0000160,GO:0006355,GO:0003677			PF00072,PF00486		
UniRef90_A7VI66	UniRef50_R9J381	GO:0003677,GO:0000160,GO:0006355			PF00072,PF00486		
UniRef90_A7VI66	UniRef50_R9J381	GO:0003677,GO:0000160,GO:0006355	K20488	blau:DQQ01_07050	PF00072,PF00486		
UniRef90_A7VRM9	UniRef50_U2CPE4						
UniRef90_A7VRM9	UniRef50_U2CPE4				PF12750		
UniRef90_A7VRM9	UniRef50_U2CPE4			eha:Ethha_1893	PF12750		ENOG4105K5W,ENOG4111TQ2
UniRef90_A7VRM9	UniRef50_U2CPE4	GO:0016021			PF12750		
UniRef90_A7VRM9	UniRef50_U2CPE4	GO:0016021			PF12750		ENOG4105K5W,ENOG4111TQ2
UniRef90_A7VRM9	UniRef50_U2CPE4	GO:0016021		cdf:CD630_11130	PF12750		ENOG4105K5W,ENOG4111TQ2
UniRef90_A7VRM9	UniRef50_U2CPE4	GO:0016021		cpro:CPRO_18900	PF12750		
UniRef90_A7VRM9	UniRef50_U2CPE4	GO:0016021		csh:Closa_3718,csh:Closa_3719	PF12750		
UniRef90_A7VRM9	UniRef50_U2CPE4	GO:0016021		ibu:IB211_02828c	PF12750		
UniRef90_A7VRM9	UniRef50_U2CPE4	GO:0016021		ova:OBV_30190	PF12750		ENOG4105K5W,ENOG4111TQ2
UniRef90_A7VRM9	UniRef50_U2CPE4	GO:0016021		rto:RTO_21110	PF12750		ENOG4105K5W,ENOG4111TQ2
UniRef90_A7VRN2	UniRef50_A7VRN2						
UniRef90_A7VRN2	UniRef50_A7VRN2				PF12687		
UniRef90_A7VRN2	UniRef50_A7VRN2				PF12687		ENOG4107IW4,ENOG410XPJN
UniRef90_A7VRN2	UniRef50_A7VRN2			pdc:CDIF630_01260,cdf:CD630_11160	PF12687		ENOG410XPJN,ENOG4107IW4
UniRef90_A7VSX1	UniRef50_B3W6W9	GO:0004048,GO:0000287,GO:0000162			PF02885,PF00591	2.4.2.18	
UniRef90_A7VSX1	UniRef50_B3W6W9	GO:0004048,GO:0000287,GO:0000162			PF02885,PF00591	2.4.2.18	ENOG4108I0Q,COG0547
UniRef90_A7VSX1	UniRef50_B3W6W9	GO:0004048,GO:0016829,GO:0000287,GO:0000162			PF02885,PF00591	2.4.2.18	
UniRef90_A8R8S8	UniRef50_A8R8S8						
UniRef90_A8R8S8	UniRef50_A8R8S8				PF12962		
UniRef90_A8R8S8	UniRef50_A8R8S8				PF12962		ENOG4108RUA,ENOG4111GEU
UniRef90_A8R8S8	UniRef50_A8R8S8				PF12962		ENOG4111GEU,ENOG4108RUA
UniRef90_A8R8S8	UniRef50_A8R8S8			rho:RHOM_01870	PF12962		ENOG4108RUA,ENOG4111GEU
UniRef90_A8R8S8	UniRef50_A8R8S8			rto:RTO_00680	PF12962		ENOG4108RUA,ENOG4111GEU
UniRef90_A8RAC7	UniRef50_A8RAC7	GO:0003677,GO:0006355			PF04221		
UniRef90_A8RAC7	UniRef50_A8RAC7	GO:0003677,GO:0006355			PF04221		ENOG41067US,ENOG410XUTM
UniRef90_A8RB25	UniRef50_S2Y7L7	GO:0003700,GO:0043565			PF12833		
UniRef90_A8RB25	UniRef50_S2Y7L7	GO:0003700,GO:0043565			PF12833		ENOG4107SX2,ENOG410ZYR5
UniRef90_A8RB27	UniRef50_X8K293	GO:0003700			PF01022		
UniRef90_A8RB27	UniRef50_X8K293	GO:0003700			PF01022		ENOG41082UY,COG0640
UniRef90_A8RB28	UniRef50_F0YX16	GO:0046872,GO:0030001			PF00403		
UniRef90_A8RB28	UniRef50_F0YX16	GO:0046872,GO:0030001			PF00403		ENOG4105X2Y,COG2608
UniRef90_A8RK53	UniRef50_B3XSP6						
UniRef90_A8RK53	UniRef50_B3XSP6				PF07275		
UniRef90_A8RK53	UniRef50_B3XSP6				PF07275		ENOG4105DXR,ENOG410XQEC
UniRef90_A8RK53	UniRef50_B3XSP6			pdc:CDIF630_03642,cdf:CD630_33400	PF07275		ENOG4105DXR,ENOG410XQEC
UniRef90_A8RSS0	UniRef50_A8RSS0						
UniRef90_A8RSS0	UniRef50_A8RSS0				PF13408,PF00239,PF07508,PF14287		
UniRef90_A8RSS0	UniRef50_A8RSS0	GO:0003677,GO:0000150			PF13408,PF00239,PF07508,PF14287		
UniRef90_A8RSS0	UniRef50_A8RSS0	GO:0003677,GO:0000150			PF13408,PF00239,PF07508,PF14287		ENOG4105C6I,COG1961
UniRef90_A8RSS0	UniRef50_A8RSS0	GO:0003677,GO:0000150			PF14287,PF07508,PF00239,PF13408		
UniRef90_A8RSS0	UniRef50_A8RSS0	GO:0003677,GO:0000150			PF14287,PF07508,PF00239,PF13408		ENOG4105C6I,COG1961
UniRef90_A8RVD6	UniRef50_B9Y991						
UniRef90_A8RVD6	UniRef50_B9Y991				PF12687		
UniRef90_A8RVD6	UniRef50_B9Y991				PF12687		ENOG41076R1,ENOG410XPKA
UniRef90_A8RVD6	UniRef50_B9Y991			ert:EUR_07490	PF12687		ENOG41076R1,ENOG410XPKA
UniRef90_A8RVD6	UniRef50_B9Y991			rho:RHOM_01510	PF12687		ENOG41076R1,ENOG410XPKA
UniRef90_A8S051	UniRef50_R7CDU5	GO:0016021,GO:0005524,GO:0042626			PF00664,PF00005		
UniRef90_A8S051	UniRef50_R7CDU5	GO:0042626,GO:0005524,GO:0016021			PF00664,PF00005		ENOG4105BZ1,COG1132
UniRef90_A8S053	UniRef50_F7UXX7	GO:0016021,GO:0005524,GO:0042626			PF00664,PF00005		
UniRef90_A8S053	UniRef50_F7UXX7	GO:0016021,GO:0005524,GO:0042626			PF00664,PF00005		ENOG4105BZ1,COG1132
UniRef90_A8S054	UniRef50_A0A0S2W4G8	GO:0003677			PF00440		
UniRef90_A8S054	UniRef50_A0A0S2W4G8	GO:0003677			PF00440		ENOG4108K6U,ENOG410YTCU
UniRef90_A8SVC3	UniRef50_A0A174LPJ5						
UniRef90_A8SVC3	UniRef50_A0A174LPJ5				PF03389		
UniRef90_A8SVC3	UniRef50_A0A174LPJ5				PF03389		ENOG4105F8B,COG0507
UniRef90_A8SVC3	UniRef50_A0A174LPJ5			rho:RHOM_06490	PF03389		ENOG4105F8B,COG0507
UniRef90_A8SVC3	UniRef50_A0A174LPJ5	GO:0016740			PF03389		
UniRef90_A8SX15	UniRef50_A8SX15						
UniRef90_A8SX15	UniRef50_A8SX15				PF06114,PF07275,PF14195,PF14191		
UniRef90_A8SX15	UniRef50_A8SX15				PF07275,PF14195,PF06114,PF14191		
UniRef90_A8SX15	UniRef50_A8SX15				PF07275,PF14195,PF06114,PF14191		ENOG4105F1T,ENOG410XQPN
UniRef90_A9J091	UniRef50_A9J091						
UniRef90_A9J091	UniRef50_A9J091			lsj:LSJ_5018c			
UniRef90_A9J091	UniRef50_A9J091			sag:SAG0917			
UniRef90_A9J091	UniRef50_A9J091			slu:KE3_1609			
UniRef90_A9J091	UniRef50_A9J091			spv:SPH_1404			
UniRef90_A9KJG8	UniRef50_A3DJJ9						
UniRef90_A9KJG8	UniRef50_A3DJJ9	GO:0005840,GO:0019843,GO:0003735,GO:0006412			PF00411		
UniRef90_A9KJG8	UniRef50_A3DJJ9	GO:0005840,GO:0019843,GO:0003735,GO:0006412			PF00411		ENOG4108UHH,COG0100
UniRef90_A9KJG8	UniRef50_A3DJJ9	GO:0005840,GO:0019843,GO:0003735,GO:0006412	K02948	bhan:CGC63_12700	PF00411		ENOG4108UHH,COG0100
UniRef90_A9KJG8	UniRef50_A3DJJ9	GO:0005840,GO:0019843,GO:0003735,GO:0006412	K02948	blau:DQQ01_03935	PF00411		
UniRef90_A9KJG8	UniRef50_A3DJJ9	GO:0005840,GO:0019843,GO:0003735,GO:0006412	K02948	bprl:CL2_06330	PF00411		ENOG4108UHH,COG0100
UniRef90_A9KJG8	UniRef50_A3DJJ9	GO:0005840,GO:0019843,GO:0003735,GO:0006412	K02948	byl:A4V09_15460	PF00411		
UniRef90_A9KJG8	UniRef50_A3DJJ9	GO:0005840,GO:0019843,GO:0003735,GO:0006412	K02948	cls:CXIVA_18150	PF00411		ENOG4108UHH,COG0100
UniRef90_A9KJG8	UniRef50_A3DJJ9	GO:0005840,GO:0019843,GO:0003735,GO:0006412	K02948	ehl:EHLA_2784	PF00411		
UniRef90_A9KJG8	UniRef50_A3DJJ9	GO:0005840,GO:0019843,GO:0003735,GO:0006412	K02948	hsd:SD1D_0343	PF00411		
UniRef90_A9KJG8	UniRef50_A3DJJ9	GO:0005840,GO:0019843,GO:0006412,GO:0003735			PF00411		
UniRef90_A9KJG8	UniRef50_A3DJJ9	GO:0005840,GO:0019843,GO:0006412,GO:0003735			PF00411		COG0100,ENOG4108UHH
UniRef90_A9KJG8	UniRef50_A3DJJ9	GO:0005840,GO:0019843,GO:0006412,GO:0003735	K02948	ere:EUBREC_0443,era:ERE_25110,ert:EUR_00950	PF00411		COG0100,ENOG4108UHH
UniRef90_A9KJH0	UniRef50_P62117						
UniRef90_A9KJH0	UniRef50_P62117				PF00444		
UniRef90_A9KJH0	UniRef50_P62117	GO:0005840,GO:0003735,GO:0006412			PF00444		
UniRef90_A9KJH0	UniRef50_P62117	GO:0005840,GO:0003735,GO:0006412			PF00444		ENOG41067V7,COG0257
UniRef90_A9KJH0	UniRef50_P62117	GO:0005840,GO:0003735,GO:0006412	K02919	blau:DQQ01_03925	PF00444		
UniRef90_A9KJH0	UniRef50_P62117	GO:0005840,GO:0003735,GO:0006412	K02919	byl:A4V09_15470	PF00444		
UniRef90_A9KJH0	UniRef50_P62117	GO:0005840,GO:0003735,GO:0006412	K02919	cpy:Cphy_3643	PF00444		ENOG41067V7,COG0257
UniRef90_A9KJH0	UniRef50_P62117	GO:0005840,GO:0003735,GO:0006412	K02919	csh:Closa_3742	PF00444		ENOG41067V7,COG0257
UniRef90_A9KJH0	UniRef50_P62117	GO:0005840,GO:0003735,GO:0006412	K02919	rho:RHOM_14485	PF00444		ENOG41067V7,COG0257
UniRef90_A9KJH0	UniRef50_P62117	GO:0005840,GO:0006412,GO:0003735			PF00444		
UniRef90_A9KJH0	UniRef50_P62117	GO:0005840,GO:0006412,GO:0003735	K02919	bhan:CGC63_12710	PF00444		ENOG41067V7,COG0257
UniRef90_A9KJI7	UniRef50_Q67JV0						
UniRef90_A9KJI7	UniRef50_Q67JV0	GO:0005840,GO:0019843,GO:0003735,GO:0000049,GO:0006412			PF00252		
UniRef90_A9KJI7	UniRef50_Q67JV0	GO:0005840,GO:0019843,GO:0003735,GO:0000049,GO:0006412			PF00252		ENOG4108R70,COG0197
UniRef90_A9KJI7	UniRef50_Q67JV0	GO:0005840,GO:0019843,GO:0003735,GO:0000049,GO:0006412	K02878	cpy:Cphy_3660	PF00252		ENOG4108R70,COG0197
UniRef90_A9KJI7	UniRef50_Q67JV0	GO:0005840,GO:0019843,GO:0003735,GO:0000049,GO:0006412	K02878	csh:Closa_3760	PF00252		ENOG4108R70,COG0197
UniRef90_A9KJI7	UniRef50_Q67JV0	GO:0005840,GO:0019843,GO:0003735,GO:0006412			PF00252		
UniRef90_A9KJI7	UniRef50_Q67JV0	GO:0019843,GO:0006412,GO:0005840,GO:0000049,GO:0003735			PF00252		
UniRef90_A9KJI7	UniRef50_Q67JV0	GO:0019843,GO:0006412,GO:0005840,GO:0000049,GO:0003735			PF00252		ENOG4108R70,COG0197
UniRef90_A9KRZ1	UniRef50_Q2L2H8						
UniRef90_A9KRZ1	UniRef50_Q2L2H8	GO:0015935,GO:0019843,GO:0003735,GO:0000049,GO:0006412			PF00164		
UniRef90_A9KRZ1	UniRef50_Q2L2H8	GO:0015935,GO:0019843,GO:0003735,GO:0000049,GO:0006412			PF00164		ENOG4108UKE,COG0048
UniRef90_A9KRZ1	UniRef50_Q2L2H8	GO:0015935,GO:0019843,GO:0003735,GO:0000049,GO:0006412	K02950	blau:DQQ01_01610	PF00164		
UniRef90_A9KRZ1	UniRef50_Q2L2H8	GO:0015935,GO:0019843,GO:0003735,GO:0000049,GO:0006412	K02950	byl:A4V09_17835	PF00164		
UniRef90_A9KRZ1	UniRef50_Q2L2H8	GO:0015935,GO:0019843,GO:0003735,GO:0000049,GO:0006412	K02950	cls:CXIVA_02940	PF00164		ENOG4108UKE,COG0048
UniRef90_A9KRZ1	UniRef50_Q2L2H8	GO:0015935,GO:0019843,GO:0003735,GO:0000049,GO:0006412	K02950	cpy:Cphy_0235	PF00164		ENOG4108UKE,COG0048
UniRef90_A9KRZ1	UniRef50_Q2L2H8	GO:0015935,GO:0019843,GO:0003735,GO:0000049,GO:0006412	K02950	hsd:SD1D_2206	PF00164		
UniRef90_A9KRZ1	UniRef50_Q2L2H8	GO:0015935,GO:0019843,GO:0003735,GO:0000049,GO:0006412	K02950	rho:RHOM_01010	PF00164		ENOG4108UKE,COG0048
UniRef90_A9KRZ1	UniRef50_Q2L2H8	GO:0019843,GO:0006412,GO:0000049,GO:0003735,GO:0015935			PF00164		
UniRef90_A9KRZ1	UniRef50_Q2L2H8	GO:0019843,GO:0006412,GO:0000049,GO:0003735,GO:0015935			PF00164		COG0048,ENOG4108UKE
UniRef90_A9KRZ1	UniRef50_Q2L2H8	GO:0019843,GO:0006412,GO:0000049,GO:0003735,GO:0015935	K02950	rto:RTO_14810	PF00164		COG0048,ENOG4108UKE
UniRef90_B0B4B4	UniRef50_A0A2A2BPN1						
UniRef90_B0B4B4	UniRef50_A0A2A2BPN1				PF14205		
UniRef90_B0B4B4	UniRef50_A0A2A2BPN1				PF14205		ENOG4105X39,ENOG41124AV
UniRef90_B0B4B4	UniRef50_A0A2A2BPN1			bhan:CGC63_01575	PF14205		ENOG4105X39,ENOG41124AV
UniRef90_B0B4B4	UniRef50_A0A2A2BPN1			clx:CLAN_0300	PF14205		
UniRef90_B0G214	UniRef50_A0A370YNY2						
UniRef90_B0G214	UniRef50_A0A370YNY2	GO:0008730			PF05681	4.2.1.32	
UniRef90_B0G214	UniRef50_A0A370YNY2	GO:0008730	K03779	rto:RTO_23480	PF05681	4.2.1.32	ENOG4108JSW,COG1951
UniRef90_B0G214	UniRef50_A0A370YNY2	GO:0016829			PF05681		
UniRef90_B0G4M0	UniRef50_A0ZZZ5						
UniRef90_B0G4M0	UniRef50_A0ZZZ5	GO:0005840,GO:0070180,GO:0003735,GO:0006412			PF00298,PF03946		
UniRef90_B0G4M0	UniRef50_A0ZZZ5	GO:0005840,GO:0070180,GO:0003735,GO:0006412			PF00298,PF03946		ENOG4108UIK,COG0080
UniRef90_B0G4M0	UniRef50_A0ZZZ5	GO:0005840,GO:0070180,GO:0006412,GO:0003735	K02867	rto:RTO_14600	PF00298,PF03946		COG0080,ENOG4108UIK
UniRef90_B0G4Z3	UniRef50_Q8NKX3						
UniRef90_B0G4Z3	UniRef50_Q8NKX3	GO:0005840,GO:0019843,GO:0003735,GO:0000049,GO:0006412			PF00416		
UniRef90_B0G4Z3	UniRef50_Q8NKX3	GO:0005840,GO:0019843,GO:0003735,GO:0000049,GO:0006412			PF00416		ENOG4108Z04,COG0099
UniRef90_B0G4Z3	UniRef50_Q8NKX3	GO:0019843,GO:0006412,GO:0005840,GO:0000049,GO:0003735	K02952	rto:RTO_09660	PF00416		ENOG4108Z04,COG0099
UniRef90_B0G6L2	UniRef50_R9M1Y3	GO:0016491			PF02615		
UniRef90_B0G6L2	UniRef50_R9M1Y3	GO:0016491			PF02615	1.1.1.130	
UniRef90_B0G6L2	UniRef50_R9M1Y3	GO:0016491,GO:0047559			PF02615	1.1.1.130	COG2055,ENOG4105DG4
UniRef90_B0G6V4	UniRef50_B0G6V4						
UniRef90_B0G6V4	UniRef50_B0G6V4	GO:0003677			PF00440		
UniRef90_B0G6V4	UniRef50_B0G6V4	GO:0003677			PF00440		ENOG4108K6U,ENOG410YTCU
UniRef90_B0G6V7	UniRef50_B0G6V7	GO:0043565			PF01381		
UniRef90_B0G6V7	UniRef50_B0G6V7	GO:0043565			PF01381		ENOG4108SQE,ENOG4111HER
UniRef90_B0G6V9	UniRef50_B0G6V9						
UniRef90_B0G6V9	UniRef50_B0G6V9						ENOG4106VVJ,ENOG410YQDA
UniRef90_B0G6W4	UniRef50_B0G6W4						
UniRef90_B0G6W4	UniRef50_B0G6W4				PF08281		
UniRef90_B0G6W4	UniRef50_B0G6W4	GO:0003677,GO:0003700,GO:0003899,GO:0016987,GO:0006352			PF08281		
UniRef90_B0G6W4	UniRef50_B0G6W4	GO:0003677,GO:0003700,GO:0016987,GO:0006352			PF08281		
UniRef90_B0G6W4	UniRef50_B0G6W4	GO:0003677,GO:0003700,GO:0016987,GO:0006352			PF08281		ENOG4108K8I,ENOG410ZZ25
UniRef90_B0G6W4	UniRef50_B0G6W4	GO:0006352,GO:0016987,GO:0003700,GO:0003677			PF08281		
UniRef90_B0G6W5	UniRef50_R9N7L6						
UniRef90_B0G6W5	UniRef50_R9N7L6	GO:0016021					
UniRef90_B0G6Z2	UniRef50_B0G6Z2	GO:0003677,GO:0000150			PF07508,PF00239,PF13408		
UniRef90_B0G6Z2	UniRef50_B0G6Z2	GO:0003677,GO:0000150			PF07508,PF00239,PF13408		ENOG4108K6V,COG1961
UniRef90_B0G7D2	UniRef50_W4VAR3	GO:0003677,GO:0006355			PF04221		
UniRef90_B0G7D2	UniRef50_W4VAR3	GO:0003677,GO:0006355			PF04221		ENOG41067US,ENOG410XUTM
UniRef90_B0G7K7	UniRef50_B0G7K7						
UniRef90_B0G7K7	UniRef50_B0G7K7	GO:0043565					
UniRef90_B0G7K7	UniRef50_B0G7K7	GO:0043565			PF01381		
UniRef90_B0G7K7	UniRef50_B0G7K7	GO:0043565			PF01381		ENOG4108IMY,COG1396
UniRef90_B0G7K7	UniRef50_B0G7K7	GO:0043565,GO:0008483					
UniRef90_B0G7K7	UniRef50_B0G7K7	GO:0043565,GO:0008483			PF01381		
UniRef90_B0G7L1	UniRef50_A7HN82	GO:0005737,GO:0002161,GO:0005524,GO:0004823,GO:0006429			PF08264,PF00133,PF13603,PF09334	6.1.1.4	
UniRef90_B0G7L1	UniRef50_A7HN82	GO:0005737,GO:0002161,GO:0005524,GO:0004823,GO:0006429			PF08264,PF00133,PF13603,PF09334	6.1.1.4	ENOG4105C8T,COG0495
UniRef90_B0G816	UniRef50_B0G816						
UniRef90_B0G816	UniRef50_B0G816	GO:0016021					
UniRef90_B0G816	UniRef50_B0G816	GO:0016021					ENOG410ZZXU,ENOG4106J2M
UniRef90_B0G816	UniRef50_B0G816	GO:0016021	K02004	rto:RTO_08710			ENOG4106J2M,ENOG410ZZXU
UniRef90_B0G861	UniRef50_A0A0E3NU49				PF00390,PF03949		
UniRef90_B0G861	UniRef50_A0A0E3NU49	GO:0004471,GO:0004473,GO:0046872,GO:0051287,GO:0008948			PF00390,PF03949	1.1.1.40	
UniRef90_B0G861	UniRef50_A0A0E3NU49	GO:0004471,GO:0046872,GO:0051287			PF00390,PF03949		
UniRef90_B0G892	UniRef50_C4ZF78					2.4.2.10	
UniRef90_B0G892	UniRef50_C4ZF78	GO:0000287,GO:0004588,GO:0009116,GO:0006221			PF00156	2.4.2.10	
UniRef90_B0G892	UniRef50_C4ZF78	GO:0000287,GO:0004588,GO:0044205			PF00156	2.4.2.10	
UniRef90_B0G892	UniRef50_C4ZF78	GO:0000287,GO:0004588,GO:0044205			PF00156	2.4.2.10	ENOG4107T14,COG0461
UniRef90_B0G892	UniRef50_C4ZF78	GO:0000287,GO:0004588,GO:0044205	K00762	bprl:CL2_17610	PF00156	2.4.2.10	ENOG4107T14,COG0461
UniRef90_B0G892	UniRef50_C4ZF78	GO:0000287,GO:0004588,GO:0044205	K00762	rto:RTO_05890	PF00156	2.4.2.10	ENOG4107T14,COG0461
UniRef90_B0G8N9	UniRef50_B0G8N9						
UniRef90_B0G8N9	UniRef50_B0G8N9	GO:0003677					
UniRef90_B0G8N9	UniRef50_B0G8N9	GO:0003677					ENOG4105N8H,ENOG4111U1N
UniRef90_B0G8N9	UniRef50_B0G8N9	GO:0003677					ENOG4105YGU,ENOG4111U1N
UniRef90_B0G8N9	UniRef50_B0G8N9	GO:0003677		bprl:CL2_03480			ENOG4105N8H,ENOG4111U1N
UniRef90_B0G8P3	UniRef50_B0G8P3	GO:0016021,GO:0055085			PF12679		
UniRef90_B0G8P3	UniRef50_B0G8P3	GO:0016021,GO:0055085			PF12679		ENOG4107G4M,ENOG410Y5Q5
UniRef90_B0G8P5	UniRef50_B0G8P5	GO:0016021					
UniRef90_B0G8Q6	UniRef50_B0G8Q6	GO:0016021					
UniRef90_B0G8T0	UniRef50_R5EBI7						
UniRef90_B0G8T0	UniRef50_R5EBI7	GO:0016021					
UniRef90_B0G8T0	UniRef50_R5EBI7	GO:0016021					ENOG4105CYH,ENOG410XPC1
UniRef90_B0G8V2	UniRef50_E9RWG9						
UniRef90_B0G8V2	UniRef50_E9RWG9	GO:0016021					
UniRef90_B0G8V3	UniRef50_B0G8V3	GO:0016021,GO:0055085			PF12679		
UniRef90_B0G8V3	UniRef50_B0G8V3	GO:0016021,GO:0055085			PF12679		ENOG4105EII,ENOG410XR65
UniRef90_B0G8V6	UniRef50_B0G8V6				PF14198		
UniRef90_B0G8X7	UniRef50_A0A3E4UN59						
UniRef90_B0G8X7	UniRef50_A0A3E4UN59				PF07275		
UniRef90_B0G8X7	UniRef50_A0A3E4UN59				PF07275		ENOG4105DXR,ENOG410XQEC
UniRef90_B0G8Y0	UniRef50_C0BCB8						
UniRef90_B0G8Y0	UniRef50_C0BCB8	GO:0016021					
UniRef90_B0G8Y0	UniRef50_C0BCB8	GO:0016021					ENOG4105F30,ENOG410XQIJ
